canonical_key,display_arity,structural_depth,groups_used,regime_families_used
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot40==1&reg_prior_volatility_ts_top30==0),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot40==1&reg_prior_volatility_ts_top30==1),4,4,regime,context
(*)|(loc_dist_ema50_atr_ts_top20==1)|(reg_prior_volatility_ts_band20_80==0),2,2,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top50==0&reg_prior_volatility_ts_top60==0),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top50==1&reg_prior_volatility_ts_top60==0),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top60==1),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_bot70==0&reg_prior_volatility_ts_top60==1),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_bot70==1&reg_prior_volatility_ts_top60==1),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot40==1),3,3,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot40==1&reg_prior_volatility_ts_top30==0),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot40==1&reg_prior_volatility_ts_top30==1),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==0&reg_prior_volatility_ts_top20==1),2,2,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==0&reg_prior_volatility_ts_bot70==0),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==0&reg_prior_volatility_ts_bot70==0),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==0&reg_prior_volatility_ts_bot70==1),4,4,regime,context
(*)|(loc_dist_ema50_atr_ts_top50==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_bot60==1),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_top50==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_bot60==1),5,5,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==1&reg_prior_volatility_ts_bot60==1),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==1),3,3,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==1),3,3,regime,context
(*)|(loc_dist_ema50_atr_ts_top20==1)|(reg_prior_volatility_ts_band20_80==0),2,2,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==0),3,3,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top50==0),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==1&reg_prior_volatility_ts_top50==0),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot70==0&reg_prior_volatility_ts_top50==1),5,5,regime,context
(*)|(loc_dist_ema50_atr_ts_top60==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot70==1&reg_prior_volatility_ts_top50==1),6,6,location|regime,context
(*)|(loc_dist_ema50_atr_ts_top60==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot70==1&reg_prior_volatility_ts_top50==1),6,6,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==1),3,3,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==1),3,3,regime,context
(*)|(loc_dist_ema50_atr_ts_top20==1)|(reg_prior_volatility_ts_band20_80==0),2,2,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_top30==0),3,3,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_top30==1),3,3,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_top30==0&reg_prior_volatility_ts_top60==0),4,4,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top30==1&reg_prior_volatility_ts_top50==0&reg_prior_volatility_ts_top60==0),6,6,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top30==1&reg_prior_volatility_ts_top50==1&reg_prior_volatility_ts_top60==0),6,6,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot40==1&reg_prior_volatility_ts_top30==1&reg_prior_volatility_ts_top60==0),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_top60==1&reg_prior_volatility_ts_top70==0),4,4,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_top60==1&reg_prior_volatility_ts_top70==1),4,4,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==0&reg_prior_volatility_ts_top20==1),2,2,regime,context
(*)|(loc_dist_ema50_atr_ts_bot30==0&loc_dist_ema50_atr_ts_top70==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_top50==0&reg_rolling_std_4h_ts_bot40==0),5,5,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_bot30==0&loc_dist_ema50_atr_ts_top70==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot60==0&reg_prior_volatility_ts_top50==1&reg_rolling_std_4h_ts_bot40==0),6,6,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_bot30==0&loc_dist_ema50_atr_ts_top70==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot60==1&reg_prior_volatility_ts_top50==1&reg_rolling_std_4h_ts_bot40==0),6,6,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_top70==1)|(reg_prior_volatility_ts_band20_80==1&reg_rolling_std_4h_ts_bot40==0),3,3,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_bot30==0)|(reg_prior_volatility_ts_band20_80==1&reg_rolling_std_4h_ts_bot40==1),3,3,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_bot30==1)|(reg_prior_volatility_ts_band20_80==1),2,2,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==0&reg_prior_volatility_ts_top20==1),2,2,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_top30==0),3,3,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_top30==1),3,3,regime,context
(*)|(loc_dist_ema50_atr_ts_bot50==0&loc_dist_ema50_atr_ts_top70==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_top60==0),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_bot50==0&loc_dist_ema50_atr_ts_top70==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_top60==1),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_top70==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1),3,3,location|regime,context
(*)|(loc_dist_ema50_atr_ts_bot50==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_top30==0),4,4,location|regime,context
(*)|(loc_dist_ema50_atr_ts_bot50==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top30==1),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_bot50==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot40==1&reg_prior_volatility_ts_top30==1),5,5,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==0&reg_prior_volatility_ts_top20==1),2,2,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top50==0),3,3,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top50==1&reg_prior_volatility_ts_top60==0),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top50==1&reg_prior_volatility_ts_top60==1),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top50==1&reg_prior_volatility_ts_top60==1&reg_rolling_std_4h_ts_top70==0),6,6,regime,context|volatility
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top50==1&reg_prior_volatility_ts_top60==1&reg_rolling_std_4h_ts_top70==1),6,6,regime,context|volatility
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot40==1),3,3,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_band30_70==0&reg_prior_volatility_ts_bot40==1),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_band30_70==1&reg_prior_volatility_ts_bot40==1),4,4,regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==0)|(reg_prior_volatility_ts_top20==1),2,2,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top50==0&reg_prior_volatility_ts_top60==0),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==1&reg_prior_volatility_ts_top50==0&reg_prior_volatility_ts_top60==0),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_top50==1&reg_prior_volatility_ts_top60==0),4,4,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot70==0&reg_prior_volatility_ts_top60==1),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot70==0&reg_prior_volatility_ts_top60==1),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot70==1&reg_prior_volatility_ts_top60==1),4,4,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==1),3,3,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==1),3,3,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==0&reg_prior_volatility_ts_top20==1),2,2,regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==0&loc_dist_ema50_atr_ts_bot70==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==0),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==0),4,4,location|regime,context
(*)|(loc_dist_ema50_atr_ts_bot70==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==0&reg_prior_volatility_ts_top60==0),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_bot70==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==0&reg_prior_volatility_ts_top60==1),5,5,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==1&reg_prior_volatility_ts_top40==0),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==1&reg_prior_volatility_ts_top40==1),4,4,regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==1),3,3,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==1),3,3,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==0&reg_prior_volatility_ts_top20==1),2,2,regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==0&reg_prior_volatility_ts_bot70==0),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==0&reg_prior_volatility_ts_bot70==0),5,5,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==0&reg_prior_volatility_ts_bot70==1),4,4,regime,context
(*)|(loc_dist_ema50_atr_ts_bot40==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==1&reg_prior_volatility_ts_top50==0),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_bot40==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==1&reg_prior_volatility_ts_top50==1),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_bot40==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==1),4,4,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==1),3,3,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band25_75==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==1),3,3,location|regime,context
(*)|(loc_dist_ema50_atr_ts_top20==1)|(reg_prior_volatility_ts_band20_80==0),2,2,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top50==0&reg_prior_volatility_ts_top60==0),6,6,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_top50==1&reg_prior_volatility_ts_top60==0),6,6,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_bot70==0&reg_prior_volatility_ts_top60==1),6,6,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_bot70==1&reg_prior_volatility_ts_top60==1),6,6,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==1),3,3,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==1),3,3,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==1),3,3,regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==0)|(reg_prior_volatility_ts_top20==1),2,2,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_rolling_std_4h_ts_band25_75==0),4,4,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_bot70==0&reg_rolling_std_4h_ts_band25_75==1),5,5,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_bot70==1&reg_prior_volatility_ts_top50==0&reg_rolling_std_4h_ts_band25_75==1),6,6,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_bot70==1&reg_prior_volatility_ts_top50==1&reg_rolling_std_4h_ts_band25_75==1),6,6,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot40==1),3,3,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==1&reg_rolling_std_4h_ts_band25_75==0),3,3,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==1&reg_rolling_std_4h_ts_band25_75==1),3,3,location|regime,context|volatility
(*)|(*)|(reg_prior_volatility_ts_band20_80==0&reg_prior_volatility_ts_top20==1),2,2,regime,context
(*)|(loc_dist_ema50_atr_ts_bot70==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot60==0&reg_rolling_std_4h_ts_bot30==0),5,5,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_bot70==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot60==0&reg_rolling_std_4h_ts_bot30==0),5,5,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_bot70==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot60==0&reg_rolling_std_4h_ts_bot30==0),4,4,location|regime,context|volatility
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_bot60==1&reg_prior_volatility_ts_top50==0&reg_rolling_std_4h_ts_bot30==0),5,5,regime,context|volatility
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot40==0&reg_prior_volatility_ts_bot60==1&reg_prior_volatility_ts_top50==1&reg_rolling_std_4h_ts_bot30==0),5,5,regime,context|volatility
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot40==1&reg_prior_volatility_ts_bot60==1&reg_rolling_std_4h_ts_bot30==0),4,4,regime,context|volatility
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_rolling_std_4h_ts_bot30==1),3,3,regime,context|volatility
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_rolling_std_4h_ts_bot30==1),3,3,regime,context|volatility
(*)|(*)|(reg_prior_volatility_ts_band20_80==0&reg_prior_volatility_ts_top20==1),2,2,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band40_60==0&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_top40==0&reg_prior_volatility_ts_top70==0),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band40_60==0&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_top40==1&reg_prior_volatility_ts_top70==0),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_band40_60==0&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_top70==1),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_band40_60==0&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_top70==1),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band40_60==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==0),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band40_60==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==1),4,4,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==1),3,3,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==1),3,3,regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==0)|(reg_prior_volatility_ts_top20==1),2,2,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==0&reg_prior_volatility_ts_top60==0),4,4,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==0&reg_prior_volatility_ts_bot70==0&reg_prior_volatility_ts_top60==1),6,6,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==0&reg_prior_volatility_ts_bot70==0&reg_prior_volatility_ts_top60==1),6,6,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==0&reg_prior_volatility_ts_bot70==1&reg_prior_volatility_ts_top60==1),5,5,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot50==1),3,3,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==1),3,3,location|regime,context
(*)|(loc_dist_ema50_atr_ts_band20_80==1)|(reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==1),3,3,location|regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==0&reg_prior_volatility_ts_top20==1),2,2,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==0&reg_prior_volatility_ts_bot70==0),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==0&reg_prior_volatility_ts_bot70==0),5,5,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==0&reg_prior_volatility_ts_bot70==1),4,4,regime,context
(*)|(loc_dist_ema50_atr_ts_bot40==0)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==1&reg_rolling_std_4h_ts_top50==0),5,5,location|regime,context|volatility
(*)|(loc_dist_ema50_atr_ts_bot40==1)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==1&reg_rolling_std_4h_ts_top50==0),5,5,location|regime,context|volatility
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_bot30==0&reg_prior_volatility_ts_bot60==1&reg_rolling_std_4h_ts_top50==1),4,4,regime,context|volatility
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==0&reg_prior_volatility_ts_bot30==1),3,3,regime,context
(*)|(*)|(reg_prior_volatility_ts_band20_80==1&reg_prior_volatility_ts_band25_75==1&reg_prior_volatility_ts_bot30==1),3,3,regime,context
(*)|(loc_dist_ema50_atr_ts_top20==1)|(reg_prior_volatility_ts_band20_80==0),2,2,location|regime,context
