timestamp,symbol,side,strategy_id,portfolio_decision,was_traded,expected_policy_slippage_bps,expected_policy_orderbook_slippage_bps,expected_policy_friction_bps,live_spread_bps,live_expected_slippage_bps,live_total_entry_friction_bps,actual_fill_vs_expected_bps,actual_fill_vs_theoretical_bps,policy_vs_live_slippage_delta_bps,policy_vs_live_friction_delta_bps,signal_to_entry_seconds,decision_to_entry_seconds
2026-06-04 17:00:00+00:00,USDC/USD:USD,short,bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,rank_rejected,False,,,,,,,,,,,,
2026-06-04 17:00:00+00:00,XLM/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-04 17:00:00+00:00,SNX/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 17:00:00+00:00,TAO/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 17:00:00+00:00,TRX/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 17:00:00+00:00,USDC/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,traded,True,7.521449055468699,7.521449055468699,8.021474056718706,1.000050002500015,7.521449055468699,8.021474056718706,21.996545679318082,,0.0,0.0,5102.368352,4.472333
2026-06-04 20:00:00+00:00,AR/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 20:00:00+00:00,YFI/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 20:00:00+00:00,WLD/USD:USD,short,bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,rank_rejected,False,,,,,,,,,,,,
2026-06-04 20:00:00+00:00,WLD/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 20:00:00+00:00,XRP/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 20:00:00+00:00,SNX/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 20:00:00+00:00,YGG/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-04 20:00:00+00:00,UNI/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-04 23:00:00+00:00,SHIB/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,traded,True,2.024701356551084,2.024701356551084,5.062676040095187,6.0759493670882065,2.024701356551084,5.062676040095187,0.0,8.103533538750263,0.0,0.0,4923.536177,6.919478
2026-06-05 00:00:00+00:00,XLM/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,traded,True,1.0096930533110005,1.0096930533110005,5.80803636214742,9.59668661767284,1.0096930533110005,5.80803636214742,0.0,-62.20527741547022,0.0,0.0,4353.184178,6.592505
2026-06-05 00:00:00+00:00,ZRX/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,traded,True,0.0,0.0,49.358341559723485,98.71668311944697,0.0,49.358341559723485,-19.646365422396617,10.948105977663936,0.0,0.0,4358.674392,12.082719
2026-06-05 01:00:00+00:00,TLM/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,traded,True,0.0,0.0,60.26516673362813,120.53033346725626,0.0,60.26516673362813,-31.948881789137793,146.3414634146343,0.0,0.0,4352.308211,5.829784
2026-06-05 02:00:00+00:00,SUPER/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,traded,True,0.0,0.0,83.63692339268339,167.27384678536677,0.0,83.63692339268339,-52.92082230816231,8.191685439278285,0.0,0.0,4348.086708,6.168578
2026-06-05 03:00:00+00:00,STORJ/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,traded,True,0.0,0.0,32.01062994503852,64.02125989007703,0.0,32.01062994503852,-2.4081878386505995,155.33268101761254,0.0,0.0,4350.333642,6.597831
2026-06-05 06:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 06:00:00+00:00,TRU/USD:USD,long,dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,rank_rejected,False,,,,,,,,,,,,
2026-06-05 08:00:00+00:00,TRU/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 09:00:00+00:00,MNT/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,portfolio_rejected,False,,,,,,,,,,,,
2026-06-05 09:00:00+00:00,YGG/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,portfolio_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,ALICE/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,ALT/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,BICO/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,ETHFI/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,FLOKI/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,GMX/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,HBAR/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,SAND/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,MOG/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,SPELL/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,TNSR/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,YGG/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,ZRX/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,1INCH/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,WLD/USD:USD,short,bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,MANA/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,STG/USD:USD,long,dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,RARE/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,TURBO/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,XRP/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,ALICE/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,BLUR/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,BNB/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,CVX/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,ETC/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,ETH/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,GMT/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,DOGE/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,LTC/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,MANA/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,PEPE/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,SHIB/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,STORJ/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,TRU/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,TRX/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 13:00:00+00:00,KSM/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,RARE/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,traded,True,0.0,0.0,11.66861143523873,23.33722287047746,0.0,11.66861143523873,0.0,31.17692907248726,0.0,0.0,4262.648263,10.76229
2026-06-05 14:00:00+00:00,ALICE/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,ALT/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,ATOM/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,DASH/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,FLOKI/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,FLR/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,HFT/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,STORJ/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,PYTH/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,SAND/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,1INCH/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,USDC/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,USDT/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,USDC/USD:USD,short,bollinger_band_width_-0_0062114433_oi_value_z_90d_0_082444385_price_rv_15d_robust_z_0_060036644,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,MANA/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,STG/USD:USD,long,dist_ema20_atr_-0_92271453_loc_bb_channel_pos_48_0_60767579_leverage_build_score_0_45107844_return_autocorr_48_1_18643_rolling_range_20_-0_25967735,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,BICO/USD:USD,short,asset_minus_mkt_oi_1d_peer_resid_0_34164831_oi_expansion_compression_balance_24h_0_42287597,rank_rejected,False,,,,,,,,,,,,
2026-06-05 14:00:00+00:00,YFI/USD:USD,long,bars_in_high_vol_state_log_norm_-0_49417102_loc_range_pos_48_0_22034115_loc_swing_range_pos_24_1_0002919_atr_percentile_-1_477338_range_24h_pct_0_13988039_variance_ratio_10_48_0_92117828,rank_rejected,False,,,,,,,,,,,,
